Month,Income (₹),Savings (₹),Rent (₹),Groceries (₹),Transportation (₹),Utilities (₹),Dining Out (₹),Entertainment (₹),Medical (₹),Total Expenditure (₹)
2020-04,248000,25000,72400,33700,17400,6900,14900,16600,6500,175100
2020-04,72100,8900,28900,7600,4800,1800,4600,3400,1200,56300
2020-04,112100,24200,39700,5600,5400,2600,6800,2000,3800,66700
2020-04,164300,15400,42600,16300,7000,2100,1600,6500,2100,80400
2020-04,40800,4400,12200,4500,1400,700,2300,1400,1800,25300
2020-04,245000,42500,56800,29600,19300,10100,20500,13900,8400,167700
2020-04,78400,20300,21400,8400,1100,1700,7500,3700,1100,47400
2020-04,121600,24600,33400,15200,7500,4500,10300,2000,1600,78700
2020-04,90200,15100,17300,10200,1700,2700,5500,3500,3800,46500
2020-04,52700,10000,12000,4400,2400,1400,4100,900,1000,27800
2020-04,18400,1400,2600,1800,900,500,1400,800,1000,9300
2020-04,19200,2800,4800,1600,500,600,1000,500,0,9500
2020-04,80300,16600,20700,8200,2600,2900,7100,2400,1100,46900
2020-04,195300,37900,49800,21900,12600,3500,8600,6400,4700,112100
2020-04,151800,32900,28800,13300,12100,4500,8700,3300,4500,76700
2020-04,38900,8600,9900,3900,2200,1300,3200,1200,1600,23600
2020-04,59400,11500,16100,4500,2200,2200,2200,2200,1600,32100
2020-04,83100,2400,24300,6700,2500,3300,2200,2100,2100,44900
2020-04,26600,5300,7400,2300,900,700,1000,900,500,14000
2020-04,24500,3700,5800,1800,1200,400,1700,500,400,12400
2020-04,57000,8900,14300,7400,3100,1900,6600,700,1100,36100
2020-04,585900,92400,162800,63200,43700,16900,52700,17300,16900,391800
2020-04,70700,14000,16300,7900,3400,3000,5600,3200,200,41000
2020-04,67200,6200,13500,7200,2500,2200,6700,3000,2600,39700
2020-04,122200,9400,28500,11600,3400,5200,8200,5400,3800,67500
2020-04,67900,7200,19500,3600,3100,1700,3000,3100,1900,36400
2020-04,473600,111400,147100,58600,8100,20000,27700,15500,22300,313800
2020-04,387800,59600,126100,59100,14700,12200,20700,8400,15100,270000
2020-04,27800,5800,5600,3100,700,1000,1000,700,900,13600
2020-04,43000,9000,17000,2900,1900,600,2400,1200,1700,28400
2020-04,91000,18500,19200,9800,5400,3700,1900,1800,1900,45900
2020-04,23400,5000,5700,1500,1300,700,1200,900,900,12800
2020-04,32300,4800,11100,2400,2100,1100,1900,700,1400,21200
2020-04,78700,17300,11300,1600,2500,2100,4400,200,0,23100
2020-04,55800,11300,15000,7300,4400,2300,5700,2600,3200,42200
2020-04,34500,2900,8300,3400,2200,1100,2200,1300,1200,20500
2020-04,19600,3600,3200,2100,1200,600,2000,100,800,10200
2020-04,487500,83400,79600,55400,35400,23900,12500,9900,22500,251800
2020-04,28300,5900,9600,3000,1500,100,2300,800,800,18700
2020-04,37800,6900,11200,4500,1800,1000,2500,1100,900,23700
2020-04,88400,14600,28900,11600,6800,2500,5100,5400,3000,66300
2020-04,584900,159900,109500,52000,19500,12700,15700,9100,41800,269800
2020-04,27300,5900,7600,1100,1200,900,1900,400,800,14100
2020-04,126200,23000,52800,8200,9200,2100,14700,6200,2600,101900
2020-04,190900,21600,46500,20700,8700,3200,13600,5200,9600,112200
2020-04,38400,7200,10100,2300,1500,1300,2300,1800,0,20100
2020-04,216400,27900,56400,19100,6700,4500,13800,5600,6100,116600
2020-04,60200,4900,15200,9900,3300,2100,4500,2900,1200,40700
2020-04,76300,11900,15700,9300,3200,1800,7600,2000,3000,44400
2020-04,78900,12600,20800,2300,4700,1700,4000,2200,2500,40400
2020-04,59200,14300,22100,9500,4900,1200,3800,900,800,46000
2020-04,35400,8400,9100,4600,2500,700,2100,2000,1400,23200
2020-04,100800,22200,34800,11100,1000,2600,4900,1900,1800,61000
2020-04,62800,11000,28900,5900,4000,1400,4100,700,1800,49100
2020-04,29300,5100,5900,1400,1900,800,2900,1600,700,16000
2020-04,37100,7900,11000,2900,1600,400,1600,1500,1600,21800
2020-04,67500,14800,12000,2100,5100,1500,4700,3600,1600,32200
2020-04,250200,50400,62600,29700,14000,10600,17500,4800,0,145700
2020-04,26300,5500,11400,2500,300,500,1600,1000,300,18100
2020-04,73300,12900,22400,5000,3900,1700,5200,3700,2300,46200
2020-04,32900,5400,9300,4000,1500,1400,2300,400,700,20100
2020-04,70700,3300,12500,7100,2600,2100,2600,2500,3400,34300
2020-04,35900,5700,7800,5000,2100,500,2100,800,500,19600
2020-04,248600,34000,50100,19100,15700,8900,14800,6000,9600,126400
2020-04,42600,7900,8000,5600,2700,1800,1400,800,1800,22800
2020-04,533600,74400,169700,51600,34100,15900,32800,19400,17400,350600
2020-04,37300,7000,11500,2500,1000,900,2200,1000,1300,21400
2020-04,63800,4300,15900,6900,1800,800,7100,1000,1800,36600
2020-04,37000,4500,8200,3400,2000,900,1500,1900,1300,19500
2020-04,307800,42200,95700,31900,22000,5400,26200,9500,7000,207000
2020-04,209000,24500,79000,12600,11900,6300,15000,1400,7000,139000
2020-04,17000,6200,5600,400,200,700,1500,300,400,9500
2020-04,235200,13700,63000,17700,14300,4700,9400,1800,6000,119600
2020-04,233600,51500,75800,25000,4400,8600,3000,4800,4700,132500
2020-04,65000,15600,21300,6900,4100,800,3700,2300,1700,42400
2020-04,86800,13300,23500,6600,3400,2400,6900,3400,4600,52700
2020-04,21000,4200,5700,2000,1200,200,1100,900,600,11900
2020-04,15700,3400,3500,1200,1400,500,900,300,700,8700
2020-04,228200,42900,72600,19600,9800,9400,25000,5600,8600,166300
2020-04,352700,26100,87500,45100,12300,9000,14700,12900,11900,197700
2020-04,54600,11200,10500,2700,2300,1700,4500,2300,1900,26100
2020-04,78100,18600,15100,11400,1600,1900,2800,2200,2400,38700
2020-04,79900,24300,20500,7600,2400,2700,7100,3200,1700,46900
2020-04,145500,14200,28200,21900,10400,5500,8500,3100,8100,87900
2020-04,125800,21300,56700,18300,1300,3800,9100,0,5800,97600
2020-04,222300,39600,65400,4800,8300,5500,9800,9700,6800,114500
2020-04,172300,30000,38800,16500,9400,5700,10700,6600,5300,97200
2020-04,87300,6900,23800,5300,3600,4200,5600,2500,3400,49300
2020-04,29700,7300,9300,2600,2300,1000,700,1000,400,17900
2020-04,40600,9700,11200,4200,1900,700,1900,1900,700,23400
2020-04,137600,27900,26500,18400,5900,6700,9200,4100,300,73700
2020-04,68600,10600,17300,3900,3600,1500,2800,0,1800,31800
2020-04,15600,2600,3800,2600,900,300,1000,0,700,9500
2020-04,37200,6100,8500,2700,1900,1500,2100,1900,1000,20900
2020-04,110500,10700,22300,5500,5400,2900,8300,4300,6900,55800
2020-04,39500,8800,12700,4900,400,1400,2200,1900,900,25800
2020-04,39300,7100,11500,3700,1100,1300,4700,2100,1300,26300
2020-04,68300,15100,20000,10700,4200,2300,700,3500,1800,45100
2020-04,212600,41600,27700,12900,14900,9400,8500,1900,0,78400
2020-04,164800,19700,38200,15700,12500,4500,12700,4400,4300,94500
2020-04,22000,2700,7600,2800,500,700,1400,400,400,14300
2020-04,245200,63500,70500,15800,8200,5100,17400,8000,8200,137700
2020-04,32000,6800,5700,4100,2600,1200,0,300,1600,16100
2020-04,76400,12000,28800,7800,3200,2400,4200,2300,1900,53600
2020-04,185200,39600,16700,11100,11500,7900,11100,800,6600,69800
2020-04,61400,7800,16500,7900,7200,2100,4600,1500,1600,42600
2020-04,221000,54200,84000,18600,15700,10500,15200,11500,9600,172600
2020-04,176600,17400,26500,22200,8100,5100,10700,3500,11300,92300
2020-04,41600,8000,9400,2900,2000,1300,2400,800,2200,21700
2020-04,21300,3700,3400,1000,1300,700,600,700,400,8500
2020-04,50900,9200,18300,3900,600,1200,3500,1700,2600,34300
2020-04,34800,7600,7100,3000,2000,400,2000,1200,1200,17300
2020-04,26600,6400,8800,2500,1200,900,1300,500,1300,17300
2020-04,313500,48700,112000,33200,15200,4400,18700,6600,4600,199400
2020-04,80000,4800,13600,11900,4200,2800,4100,2500,2300,42700
2020-04,151000,11600,23500,13100,12300,6300,3600,6800,4900,72800
2020-04,45000,7100,13200,6500,2500,1300,3400,900,1300,30500
2020-04,235000,42800,73900,28400,12900,7900,25100,6400,8100,174400
2020-04,52000,10500,13300,4600,3300,1800,3500,100,1500,29000
2020-04,64600,12400,16900,6400,3300,2600,4400,1500,1600,38700
2020-04,85800,20000,31200,8700,5400,2500,8400,2800,2000,62600
2020-04,39200,11300,9500,4700,1900,700,4200,1700,700,24200
2020-04,254300,47200,90600,31900,18600,3200,14100,4600,8800,182200
2020-04,19800,4000,4300,1000,1500,500,800,600,600,9800
2020-04,20500,2700,8800,2400,1300,300,1500,700,400,15900
2020-04,85900,15700,17000,8800,900,2600,5500,300,600,36800
2020-04,27400,5300,9400,2800,1500,900,2300,300,1000,19100
2020-04,355900,67400,68500,30600,4100,8800,21400,13400,14300,165900
2020-04,581800,78500,183300,64600,33500,21700,36000,18000,9300,378300
2020-04,540100,102600,140100,63000,44300,17100,19400,17000,17000,328600
2020-04,69700,12900,19500,6500,5100,1600,6000,1100,1500,42800
2020-04,30900,6100,9500,3700,1400,800,1400,300,1300,19000
2020-04,295800,46100,82000,21000,13800,12900,8900,11000,6700,158600
2020-04,76400,13800,20700,6900,1000,1000,0,2500,1700,36000
2020-04,401700,124800,52200,40500,20200,11100,23100,400,12800,168800
2020-04,561500,102900,200200,45300,25800,18000,23700,16000,13300,355500
2020-04,236100,57700,86700,18900,5900,5600,12800,13400,5400,152900
2020-04,30600,8100,7700,1900,900,700,1500,1200,600,15400
2020-04,49500,4600,14800,5100,1300,2000,2500,800,1200,29000
2020-04,133800,22500,47600,19800,12400,6700,5300,4300,3300,102400
2020-04,72000,12300,21800,7800,3800,1900,3000,1900,2200,44400
2020-04,17500,5300,3900,1500,1100,500,600,1000,500,9500
2020-04,48700,14300,8600,6300,3300,1700,2700,600,1800,26100
2020-04,548100,50900,166800,48800,45100,10900,17200,27100,7000,340200
2020-04,145700,17400,39300,16400,11900,4500,13300,1800,8900,100700
2020-04,65400,16600,17000,7000,4500,3000,3900,2300,2000,41800
2020-04,34700,5200,7200,1600,700,1900,800,1400,1500,16100
2020-04,80800,17700,19100,7500,5600,1400,5300,3800,3000,47900
2020-04,495500,82700,140500,76500,20800,10400,18600,20600,15800,326400
2020-04,15700,1800,3800,1200,400,400,1400,100,600,8400
2020-04,64000,16500,16800,8800,2700,1700,2900,1900,2200,38300
2020-04,178700,24400,46100,21500,9500,7300,16900,6700,4900,114700
2020-04,160600,27700,49100,12300,1600,4900,13600,7400,10600,105300
2020-04,139900,15700,22300,13000,8100,5600,21100,1800,6500,80000
2020-04,211900,24000,49800,13000,15400,6900,13200,3400,1300,107400
2020-04,76300,14000,14000,9000,3900,2200,5900,600,3500,41100
2020-04,39600,4900,10700,2400,1100,1400,2400,1200,1200,20900
2020-04,224500,60700,45600,23600,14000,1600,13900,7600,12200,122100
2020-04,245100,54300,79800,36200,12100,6600,22300,8700,6200,175900
2020-04,113800,25900,26300,8400,9700,3100,9000,3000,0,63800
2020-04,458500,74500,100700,47400,4600,7400,26500,13000,11300,221800
2020-04,82400,13500,16600,4000,800,3600,7700,2300,500,36500
2020-04,69600,14400,19300,6600,3300,1900,5900,1800,1400,40800
2020-04,99800,1800,17100,6200,4100,3400,9900,200,2100,44100
2020-04,89100,13600,22600,8900,4900,3400,8100,1400,3200,54100
2020-04,140300,9900,35300,10800,8200,3000,7200,5300,4700,76800
2020-04,241800,46800,54000,15300,19400,7900,11700,5600,9600,130000
2020-04,208800,23100,57500,18600,9400,2800,10300,4700,8000,113300
2020-04,49400,8500,11200,1000,2900,1800,3900,2400,2900,27600
2020-04,67500,8600,18900,4100,1600,1700,6300,3100,2000,38100
2020-04,30700,8200,6800,5000,3000,800,2700,600,1200,20900
2020-04,67800,21400,14100,5800,4900,2800,1600,3600,2900,36700
2020-04,29700,7000,8300,2300,2000,1400,1300,800,600,17600
2020-04,50100,11900,15900,5200,1700,1100,3900,2100,600,32400
2020-04,57200,10100,26300,7100,4400,1200,5200,1700,2000,50400
2020-04,26800,3800,6300,3800,1900,1000,1800,500,600,16600
2020-04,48400,3100,15200,4400,3000,1800,4800,2000,2000,34400
2020-04,35600,6800,8100,3100,1700,600,500,600,1500,17100
2020-04,15600,2500,4900,1600,500,500,900,400,700,9700
2020-04,220800,42700,77500,21000,10800,6600,21100,6600,4000,154500
2020-04,78900,10800,21200,7000,2700,2300,5400,1900,1700,44600
2020-04,25400,2300,7900,2800,1500,900,1000,200,800,15900
2020-04,67800,7500,19700,7500,1900,3100,5400,2500,1900,44000
2020-04,239600,65100,62500,22800,8500,6600,15200,10500,8800,141400
2020-04,18800,5600,4300,3100,200,900,900,600,900,11500
2020-04,71600,6100,16900,10800,4300,2100,1500,1300,2000,40400
2020-04,23200,3200,3900,2600,1400,1100,1800,1500,200,13300
2020-04,24900,1900,8300,3200,1000,900,800,700,0,16000
2020-04,56500,10400,22100,4100,600,2300,6400,1500,600,38000
2020-04,86600,16000,14000,8200,1400,3400,1300,0,900,30200
2020-04,69700,12100,23200,8000,3600,1500,4300,800,2800,45200
2020-04,154700,23200,39700,20900,10800,5200,12200,7300,4500,103600
2020-04,322000,62700,69300,20100,9700,6700,11100,25600,10000,158900
2020-04,52900,11600,14300,3900,3900,1500,2200,2600,2200,32000
2020-04,76700,17000,15600,7400,6400,1400,6200,1100,3900,43600
2020-04,178100,45100,49200,24800,10500,5000,6500,6600,4800,112800
2020-04,33300,5300,8000,3200,2400,1000,3600,800,1400,21000
2020-04,49100,7100,11600,6300,1300,1100,3000,1200,1700,27100
2020-04,19700,4700,6700,1700,300,600,1000,200,100,11100
2020-04,23300,3400,3200,2700,2000,900,2300,900,200,12600
2020-04,431600,72200,95100,26300,13000,8700,14500,4700,10700,176400
2020-04,115100,16900,14000,8200,8400,4500,11900,0,3800,54600
2020-04,227500,64100,61200,19600,13300,8900,8100,5400,8500,131800
2020-04,52700,11300,11900,3000,4500,1100,4800,0,1400,27800
2020-04,27300,3100,5700,1500,1800,100,2900,500,100,13300
2020-04,36300,6500,10200,2900,1000,1500,2100,1400,900,20900
2020-04,17500,3600,5300,800,800,500,1000,800,0,9300
2020-04,89100,10000,30500,7800,5700,2700,4700,3500,2400,59700
2020-04,129800,26100,60400,13000,5100,6500,5300,3400,5000,101500
2020-04,116600,19900,25700,7700,8300,4000,7200,2500,4200,62100
2020-04,17100,1800,3600,1400,900,600,1400,300,400,9000
2020-04,439600,43600,114400,35200,31400,13200,32800,23000,15900,280500
2020-04,202900,53200,54000,27900,14700,5700,14800,2300,2700,125100
2020-04,81300,10500,31000,7700,4600,2400,3400,2600,1700,54700
2020-04,65400,15700,19400,10300,3100,1900,2200,2500,300,41000
2020-04,63900,14000,12400,5000,2500,800,6700,0,1400,30600
2020-04,28200,4000,5400,2200,800,600,800,0,500,10700
2020-04,77900,16400,24000,9700,6600,2300,4400,3000,1900,54400
2020-04,216200,43200,53100,4300,11200,10900,17000,1800,5600,108000
2020-04,30700,7200,11000,3500,1400,500,3000,1100,1000,22200
2020-04,40700,7800,12100,3500,1800,1000,2500,700,0,22500
2020-04,39700,6400,7400,3700,1900,1000,2700,1400,700,19800
2020-04,24400,6300,4300,2000,1000,900,1200,900,1100,12000
2020-04,135200,30300,38400,14600,5200,4200,14000,6100,6100,90500
2020-04,157900,22300,37300,5500,3600,3700,14900,5800,4900,79100
2020-04,85900,14600,29200,5800,4400,3600,3000,2900,2700,55000
2020-04,24300,6300,6900,3600,1800,500,1900,1400,300,17100
2020-04,72000,19400,20300,6600,2600,1800,4100,1100,1800,40500
2020-04,80400,13600,14000,4400,4900,1500,5500,2500,3400,38600
2020-04,16300,3400,3700,1500,1000,700,700,700,200,8900
2020-04,81700,16500,21000,9200,4700,2400,900,0,2600,42400
2020-04,70700,8100,9100,6600,6200,1600,2300,3700,2700,33700
2020-04,74400,15700,22600,6400,4600,2600,3400,2000,2300,46500
2020-04,55600,2800,17800,4000,2900,2500,2600,2000,1500,34500
2020-04,30800,7200,6900,1600,1700,200,0,700,900,12300
2020-04,64600,13600,22500,2200,4300,2300,4400,2400,2400,42300
2020-04,55900,0,19300,3600,4700,2600,1400,1900,1800,37200
2020-04,90300,11000,26800,11700,4100,4100,5300,1200,3400,59200
2020-04,131200,9800,33600,10100,7000,3600,4000,3100,3200,67600
2020-04,159500,18900,52600,13600,17700,4900,2400,6000,4000,105200
2020-04,19200,3600,3000,900,900,600,1100,1000,700,8500
2020-04,16400,4700,4300,1500,800,400,900,400,300,9100
2020-04,55600,11700,11200,4300,1800,2200,3500,600,700,24600
2020-04,22100,3500,4700,1800,1100,300,2200,800,1400,12800
2020-04,92200,20600,26900,6700,4500,3300,7200,2300,3400,55600
2020-04,375700,81600,76500,27300,21700,11000,41100,15800,9900,211300
2020-04,58900,15700,9000,4900,3300,2400,3100,1100,1200,26100
2020-04,70600,16300,29300,6300,700,2900,3000,700,1100,46100
2020-04,84100,15200,18300,1900,2000,2600,6000,4500,2500,39400
2020-04,54900,4900,11000,2200,2600,1300,5800,1300,1600,27400
2020-04,57100,14900,19600,4200,2400,2300,1800,900,2100,34700
2020-04,316800,54700,69000,37300,9300,5500,30100,6300,3300,164600
2020-04,47900,6100,8200,2300,600,900,3400,2500,500,19400
2020-04,322800,19700,63200,34700,26600,9400,15800,20800,10900,189600
2020-04,557700,61900,128200,77900,45800,13800,54400,10100,20000,359000
2020-04,27900,5700,5200,2300,1800,800,800,800,1200,13600
2020-04,33900,5300,6800,2600,1300,900,2600,1200,1900,17800
2020-04,25000,6000,5700,2700,2000,700,1400,100,600,13900
2020-04,22700,6300,7400,2100,800,1000,2000,500,900,15000
2020-04,33700,1700,13700,2400,2000,600,2300,2000,500,24400
2020-04,245800,29200,83000,24100,8400,6200,21500,6200,0,156400
2020-04,39400,7400,9600,2700,2000,1500,2400,1900,600,21200
2020-04,89200,24000,14400,11700,5300,2700,4400,2600,2000,45200
2020-04,251000,32600,77600,21000,5000,5100,14600,0,15600,146700
2020-04,23500,4500,4400,2400,1000,700,1500,1100,100,11600
2020-04,154600,17700,36200,21600,8500,2300,10600,3800,6400,93500
2020-04,38300,6700,14300,3200,1000,1500,3000,2000,800,26500
2020-04,23000,4300,8700,1600,700,700,1400,800,900,16100
2020-04,122600,19700,33400,8900,6700,6400,9400,3700,3800,75200
2020-04,50900,14200,17600,4600,2000,1000,5900,1900,800,35300
2020-04,148900,37400,51100,12800,3800,3500,6200,5300,6800,92700
2020-04,195500,31400,59800,16500,9900,6200,16600,800,7200,120500
2020-04,122700,20200,29600,12300,7200,5300,5300,5600,3700,72800
2020-04,33000,7500,7300,3100,3100,800,1200,1000,1100,17600
2020-04,27200,5000,7200,2100,1400,600,2600,800,600,15500
2020-04,235200,42500,40000,21200,11800,7200,8800,8500,200,102100
2020-04,175800,24400,39800,12200,7800,4100,10400,7700,5600,90600
2020-04,495000,106900,149400,37400,36100,17200,19800,22700,31400,330700
2020-04,63300,9000,13700,1300,3600,1900,7600,2500,2700,34400
2020-04,86300,12200,31800,5600,5800,3200,5100,300,3000,55600
2020-04,156000,30800,43200,17900,8500,6100,5100,4500,5600,94400
2020-04,59600,11200,18800,6500,4100,2000,2300,1000,1800,37800
2020-04,344400,62700,84400,38500,19800,14300,38900,11300,0,212000
2020-04,116500,8300,35400,12000,2500,3100,6400,3100,1700,67600
2020-04,68400,13300,12400,5200,3000,1100,4000,4100,2000,33200
2020-04,117900,7000,34100,6100,5300,2300,11400,1100,5200,67100
2020-04,138800,33500,41100,11200,8200,4000,12700,4200,8000,90800
2020-04,25200,3700,8800,500,1300,900,1000,800,300,14200
2020-04,574300,108900,68600,71400,44000,20600,23000,13200,22900,270300
2020-04,54900,8000,11700,5300,3200,1300,2500,1600,0,26200
2020-04,118600,23500,16100,13700,7000,4600,6100,7400,3000,60100
2020-04,82300,8900,16600,6100,2400,600,6700,2900,2400,39200
2020-04,123200,35900,31100,5200,6500,3000,7100,6500,6800,69400
2020-04,44500,6200,13400,4300,2000,1600,2300,1000,800,26800
2020-04,30300,7000,12600,2900,300,1200,1800,1300,800,21600
2020-04,398900,45100,141400,34300,9500,15000,18300,7100,17900,255500
2020-04,18900,3000,4300,1900,1200,700,1900,300,400,11100
2020-04,46600,6300,14500,3500,2900,1500,2000,200,1000,27100
2020-04,360200,51900,124500,34600,13800,10400,21900,5000,3000,218900
2020-04,295900,60800,74900,30800,11500,3300,22300,9100,11600,171400
2020-04,70100,14600,17900,9800,1900,1900,5400,3700,600,42300
2020-04,80000,16400,19500,9000,5600,1500,4000,2300,3700,46800
2020-04,51500,6600,15100,2700,1700,1900,4500,1700,600,29100
2020-04,17700,3300,5100,1400,700,300,2000,800,300,10700
2020-04,83200,10800,22500,5400,5800,2400,8700,2100,1000,50600
2020-04,176500,47300,67400,23100,12300,3200,0,2700,4500,116200
2020-04,179600,22400,59300,13500,8300,5400,10400,3100,8300,111900
2020-04,136700,20700,20000,11200,6900,3900,5900,6400,2700,58400
2020-04,213700,39200,28700,18500,12700,2700,15800,6900,3300,93500
2020-04,24700,2900,7100,2500,1000,800,2100,800,700,15700
2020-04,89300,19500,22600,4900,4300,2400,2800,1500,2600,43100
2020-04,31900,7900,4400,2900,1500,1000,2600,1600,1300,16000
2020-04,42500,5400,5400,5000,2700,1100,2500,2500,400,20400
2020-04,56900,7900,13800,4600,4500,1300,3000,1900,1900,32400
2020-04,238900,60100,66400,34600,17400,9000,17500,10500,11600,176200
2020-04,41500,7800,11600,2600,2900,1700,2300,800,600,23000
2020-04,27100,4500,5900,2000,800,1100,2400,1300,900,14800
2020-04,21300,2900,4700,2400,1600,300,1100,800,300,11500
2020-04,193900,30600,43600,17600,7100,8500,18100,2200,9000,111300
2020-04,60500,10400,17800,5000,900,2200,3600,2200,3400,36700
2020-04,21700,4700,3300,1200,700,900,0,800,300,7600
2020-04,34900,6300,9100,2500,1700,1500,1400,1100,1200,18500
